FIPS,Geographic Name,Geographic Subtype,Total Vote,Democratic,Republican,Independent,Libertarian,Green,Constitution,Unity,Natural Law,Socialist Worker,Write-ins,State1,State2,State3,State4,State5,State6,State7,State8,State9,State10,State11,State12,State13,State14,State15,State16,State17,State18,State19,State20,State21,State22,State23,State24,State25,State26
1107,Pickens,County,6609,2249,4212,0,136,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,Pike,County,8146,2568,5375,0,161,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,Randolph,County,6587,925,5462,0,170,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,Russell,County,11569,5146,6144,0,251,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,St. Clair,County,27923,3606,23055,0,1106,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,Shelby,County,69939,14913,51196,0,3197,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,Sumter,County,3884,2656,1176,0,50,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,Talladega,County,21644,6684,14313,0,571,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,Tallapoosa,County,13573,2751,10444,0,301,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,Tuscaloosa,County,51599,17937,31841,0,1495,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,Walker,County,17836,1905,15217,0,628,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,Washington,County,5929,1206,4584,0,126,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,Wilcox,County,3903,2489,1371,0,41,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,Winston,County,6928,344,6331,0,218,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2701,District 1,Election District,6777,1169,3504,1739,0,0,0,0,0,0,25,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2702,District 2,Election District,7439,1715,2785,2578,0,0,0,0,0,0,25,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703,District 3,Election District,8706,2196,2954,3245,0,0,0,0,0,0,50,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2704,District 4,Election District,7638,2131,1858,3498,0,0,0,0,0,0,7,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2705,District 5,Election District,5895,1295,2590,1716,0,0,0,0,0,0,18,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2706,District 6,Election District,9707,2831,4405,1529,0,0,0,0,0,0,30,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2707,District 7,Election District,7372,1106,4540,951,0,0,0,0,0,0,31,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2708,District 8,Election District,8713,1291,5597,925,0,0,0,0,0,0,23,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2709,District 9,Election District,10225,2927,4765,2256,0,0,0,0,0,0,24,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2710,District 10,Election District,7050,1966,3476,1354,0,0,0,0,0,0,22,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2711,District 11,Election District,8129,2109,4075,1644,0,0,0,0,0,0,25,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2712,District 12,Election District,6728,2090,3110,1343,0,0,0,0,0,0,5,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2713,District 13,Election District,5744,1895,2688,977,0,0,0,0,0,0,13,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2714,District 14,Election District,6067,2426,2099,1332,0,0,0,0,0,0,23,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2715,District 15,Election District,7636,2088,3639,1602,0,0,0,0,0,0,30,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2716,District 16,Election District,8007,2698,3055,2065,0,0,0,0,0,0,14,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2717,District 17,Election District,6380,2789,1815,1638,0,0,0,0,0,0,13,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2718,District 18,Election District,2261,796,977,368,0,0,0,0,0,0,11,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2719,District 19,Election District,3649,1457,1307,717,0,0,0,0,0,0,23,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2720,District 20,Election District,5425,2001,2159,1112,0,0,0,0,0,0,5,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2721,District 21,Election District,7238,2560,3230,1209,0,0,0,0,0,0,12,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2722,District 22,Election District,3926,1433,1792,507,0,0,0,0,0,0,16,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2723,District 23,Election District,8252,1953,4684,1236,0,0,0,0,0,0,27,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2724,District 24,Election District,7947,1516,4924,1152,0,0,0,0,0,0,18,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2725,District 25,Election District,8304,1565,5297,1055,0,0,0,0,0,0,24,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2726,District 26,Election District,7114,931,5195,572,0,0,0,0,0,0,34,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2727,District 27,Election District,6604,906,4720,512,0,0,0,0,0,0,30,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2728,District 28,Election District,7048,1082,4962,622,0,0,0,0,0,0,22,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2729,District 29,Election District,8154,1238,5339,1201,0,0,0,0,0,0,21,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2730,District 30,Election District,8004,1395,5214,898,0,0,0,0,0,0,42,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2731,District 31,Election District,5257,1201,2366,1455,0,0,0,0,0,0,19,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2732,District 32,Election District,3382,569,1924,720,0,0,0,0,0,0,7,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2733,District 33,Election District,6211,706,4310,810,0,0,0,0,0,0,3,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2734,District 34,Election District,7611,1349,3915,2036,0,0,0,0,0,0,23,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735,District 35,Election District,7809,1889,3044,2591,0,0,0,0,0,0,24,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2736,District 36,Election District,7859,1251,4396,1856,0,0,0,0,0,0,15,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2737,District 37,Election District,3557,889,1574,936,0,0,0,0,0,0,7,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2738,District 38,Election District,3588,1080,1470,903,0,0,0,0,0,0,9,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2739,District 39,Election District,3691,845,1616,1057,0,0,0,0,0,0,8,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2740,District 40,Election District,2648,517,1262,751,0,0,0,0,0,0,6,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,Apache,County,26693,17739,8870,0,1,1,0,0,0,0,79,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4003,Cochise,County,46805,19137,27481,0,10,18,0,0,0,0,139,2,4,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,Coconino,County,54856,34389,20298,0,9,14,0,0,0,0,129,5,0,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4007,Gila,County,22499,7674,14763,0,6,0,0,0,0,0,49,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4009,Graham,County,10872,3087,7760,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4011,Greenlee,County,2452,920,1526,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4012,La Paz,County,5518,1646,3847,0,0,3,0,0,0,0,19,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,Maricopa,County,1547969,790352,752714,0,132,136,0,0,0,0,4434,42,32,22,20,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4015,Mohave,County,81745,20369,61125,0,3,6,0,0,0,0,235,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4017,Navajo,County,40508,18058,22340,0,3,3,0,0,0,0,97,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4019,Pima,County,399525,241398,157034,0,21,50,0,0,0,0,972,10,6,10,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4021,Pinal,County,144247,60019,83773,0,16,4,0,0,0,0,421,3,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4023,Santa Cruz,County,13133,8724,4371,0,0,0,0,0,0,0,34,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4025,Yavapai,County,123454,44316,78832,0,12,13,0,0,0,0,263,1,5,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4027,Yuma,County,46198,20063,26040,0,0,6,0,0,0,0,87,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001,Arkansas,County,4489,1231,3197,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5003,Ashley,County,5461,1386,4012,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5005,Baxter,County,15668,3293,12098,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5007,Benton,County,90897,33000,55907,0,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009,Boone,County,12751,2319,10127,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5011,Bradley,County,2636,846,1764,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5013,Calhoun,County,1589,324,1248,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5015,Carroll,County,9040,3158,5692,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5017,Chicot,County,3406,1782,1601,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5019,Clark,County,6167,2589,3492,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5021,Clay,County,3944,798,3060,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023,Cleburne,County,10042,1608,8252,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5025,Cleveland,County,2815,479,2305,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5027,Columbia,County,6087,1937,4066,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5029,Conway,County,6764,2176,4481,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5031,Craighead,County,27712,8980,18171,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5033,Crawford,County,17959,3778,13814,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5035,Crittenden,County,10752,5294,5295,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5037,Cross,County,4935,1174,3672,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5039,Dallas,County,2090,732,1331,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041,Desha,County,3110,1464,1611,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5043,Drew,County,5312,1871,3380,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5045,Faulkner,County,40335,14131,25382,0,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5047,Franklin,County,5443,1213,4130,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5049,Fulton,County,3984,834,3045,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5051,Garland,County,33340,10493,22225,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5053,Grant,County,6287,1055,5112,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5055,Greene,County,11562,2330,8982,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5057,Hempstead,County,4685,1316,3311,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5059,Hot Spring,County,9939,2528,7230,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5061,Howard,County,3642,1000,2580,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5063,Independence,County,10585,2316,8077,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
